Source,CH1,CH2
Second,Volt,Volt
-0.00169040007,3.20000,3.28000
-0.00169000006,3.20000,3.24000
-0.00168960006,3.20000,3.24000
-0.00168920006,3.20000,3.24000
-0.00168880005,3.20000,3.24000
-0.00168840005,3.20000,3.24000
-0.00168800005,3.20000,3.24000
-0.00168760004,3.20000,3.24000
-0.00168720004,3.20000,3.24000
-0.00168680004,3.20000,3.24000
-0.00168640004,3.20000,3.24000
-0.00168600003,3.28000,3.32000
-0.00168560003,3.20000,3.24000
-0.00168520003,3.20000,3.24000
-0.00168480002,3.20000,3.24000
-0.00168440002,3.20000,3.24000
-0.00168400002,3.20000,3.24000
-0.00168360001,3.20000,3.24000
-0.00168320001,3.20000,3.24000
-0.00168280001,3.20000,3.28000
-0.00168240000,3.20000,3.24000
-0.00168200000,3.20000,3.24000
-0.00168160000,3.20000,3.24000
-0.00168120000,3.20000,3.24000
-0.00168079999,3.20000,3.24000
-0.00168039999,3.20000,3.24000
-0.00167999999,3.20000,3.24000
-0.00167959998,3.20000,3.24000
-0.00167919998,3.20000,3.24000
-0.00167879998,3.20000,3.28000
-0.00167839997,3.20000,3.24000
-0.00167799997,3.20000,3.24000
-0.00167759997,3.20000,3.24000
-0.00167719997,3.20000,3.24000
-0.00167679996,3.20000,3.24000
-0.00167640008,3.20000,3.24000
-0.00167600007,3.20000,3.24000
-0.00167560007,3.20000,3.24000
-0.00167520007,3.20000,3.24000
-0.00167480006,3.24000,3.24000
-0.00167440006,3.20000,3.24000
-0.00167400006,3.20000,3.24000
-0.00167360005,3.20000,3.24000
-0.00167320005,3.20000,3.24000
-0.00167280005,3.20000,3.24000
-0.00167240005,3.20000,3.28000
-0.00167200004,3.20000,3.24000
-0.00167160004,3.20000,3.24000
-0.00167120004,3.20000,3.24000
-0.00167080003,3.20000,3.24000
-0.00167040003,3.20000,3.24000
-0.00167000003,3.20000,3.24000
-0.00166960002,3.24000,3.24000
-0.00166920002,3.20000,3.24000
-0.00166880002,3.20000,3.24000
-0.00166840001,3.20000,3.24000
-0.00166800001,3.20000,3.24000
-0.00166760001,3.20000,3.24000
-0.00166720001,3.20000,3.24000
-0.00166680000,3.20000,3.24000
-0.00166640000,3.20000,3.24000
-0.00166600000,3.20000,3.24000
-0.00166559999,3.20000,3.24000
-0.00166519999,3.20000,3.24000
-0.00166479999,3.20000,3.24000
-0.00166439998,3.20000,3.24000
-0.00166399998,3.20000,3.24000
-0.00166359998,3.20000,3.24000
-0.00166319998,3.20000,3.24000
-0.00166279997,3.20000,3.24000
-0.00166239997,3.20000,3.24000
-0.00166199997,3.20000,3.24000
-0.00166159996,3.20000,3.24000
-0.00166120008,3.20000,3.24000
-0.00166080007,3.20000,3.24000
-0.00166040007,3.20000,3.24000
-0.00166000007,3.20000,3.24000
-0.00165960006,3.20000,3.24000
-0.00165920006,3.20000,3.24000
-0.00165880006,3.20000,3.24000
-0.00165840006,3.20000,3.24000
-0.00165800005,3.20000,3.24000
-0.00165760005,3.20000,3.24000
-0.00165720005,3.20000,3.24000
-0.00165680004,3.20000,3.24000
-0.00165640004,3.20000,3.24000
-0.00165600004,3.20000,3.24000
-0.00165560003,3.20000,3.24000
-0.00165520003,3.20000,3.24000
-0.00165480003,3.20000,3.24000
-0.00165440002,3.20000,3.24000
-0.00165400002,3.20000,3.24000
-0.00165360002,3.20000,3.24000
-0.00165320002,3.20000,3.24000
-0.00165280001,3.20000,3.28000
-0.00165240001,3.20000,3.24000
-0.00165200001,3.20000,3.24000
-0.00165160000,3.20000,3.24000
-0.00165120000,3.20000,3.24000
-0.00165080000,3.20000,3.28000
-0.00165039999,3.20000,3.24000
-0.00164999999,3.20000,3.24000
-0.00164959999,3.20000,3.24000
-0.00164919998,3.20000,3.24000
-0.00164879998,3.20000,3.24000
-0.00164839998,3.20000,3.24000
-0.00164799998,3.20000,3.24000
-0.00164759997,3.20000,3.24000
-0.00164719997,3.20000,3.24000
-0.00164679997,3.20000,3.24000
-0.00164639996,3.20000,3.24000
-0.00164600008,3.20000,3.24000
-0.00164560007,3.20000,3.24000
-0.00164520007,3.20000,3.24000
-0.00164480007,3.20000,3.24000
-0.00164440006,3.20000,3.24000
-0.00164400006,3.20000,3.24000
-0.00164360006,3.20000,3.24000
-0.00164320006,3.20000,3.24000
-0.00164280005,3.20000,3.24000
-0.00164240005,3.20000,3.28000
-0.00164200005,3.20000,3.24000
-0.00164160004,3.20000,3.24000
-0.00164120004,3.20000,3.24000
-0.00164080004,3.20000,3.24000
-0.00164040003,3.20000,3.24000
-0.00164000003,3.20000,3.24000
-0.00163960003,3.20000,3.24000
-0.00163920003,3.24000,3.24000
-0.00163880002,3.20000,3.24000
-0.00163840002,3.20000,3.24000
-0.00163800002,3.20000,3.24000
-0.00163760001,3.20000,3.24000
-0.00163720001,3.20000,3.24000
-0.00163680001,3.20000,3.24000
-0.00163640000,3.20000,3.24000
-0.00163600000,3.20000,3.24000
-0.00163560000,3.20000,3.24000
-0.00163519999,3.20000,3.24000
-0.00163479999,3.20000,3.24000
-0.00163439999,3.20000,3.24000
-0.00163399999,3.20000,3.24000
-0.00163359998,3.20000,3.24000
-0.00163319998,3.20000,3.24000
-0.00163279998,3.20000,3.24000
-0.00163239997,3.20000,3.24000
-0.00163199997,3.20000,3.24000
-0.00163159997,3.20000,3.24000
-0.00163119996,3.20000,3.24000
-0.00163079996,3.20000,3.28000
-0.00163040007,3.20000,3.24000
-0.00163000007,3.20000,3.24000
-0.00162960007,3.20000,3.24000
-0.00162920007,3.20000,3.24000
-0.00162880006,3.20000,3.24000
-0.00162840006,3.20000,3.24000
-0.00162800006,3.20000,3.24000
-0.00162760005,3.20000,3.24000
-0.00162720005,3.20000,3.24000
-0.00162680005,3.20000,3.24000
-0.00162640004,3.20000,3.24000
-0.00162600004,3.20000,3.24000
-0.00162560004,3.20000,3.24000
-0.00162520004,3.20000,3.24000
-0.00162480003,3.20000,3.24000
-0.00162440003,3.20000,3.28000
-0.00162400003,3.20000,3.24000
-0.00162360002,3.20000,3.24000
-0.00162320002,3.20000,3.24000
-0.00162280002,3.20000,3.24000
-0.00162240001,3.20000,3.24000
-0.00162200001,3.20000,3.24000
-0.00162160001,3.20000,3.24000
-0.00162120000,3.20000,3.24000
-0.00162080000,3.20000,3.24000
-0.00162040000,3.20000,3.24000
-0.00162000000,3.20000,3.24000
-0.00161959999,3.20000,3.24000
-0.00161919999,3.20000,3.24000
-0.00161879999,3.20000,3.24000
-0.00161839998,3.20000,3.24000
-0.00161799998,3.20000,3.24000
-0.00161759998,3.20000,3.24000
-0.00161719997,3.20000,3.24000
-0.00161679997,3.20000,3.24000
-0.00161639997,3.20000,3.24000
-0.00161599996,3.20000,3.24000
-0.00161559996,3.20000,3.24000
-0.00161520008,3.20000,3.24000
-0.00161480007,3.24000,3.24000
-0.00161440007,3.20000,3.24000
-0.00161400007,3.20000,3.24000
-0.00161360006,3.20000,3.24000
-0.00161320006,3.20000,3.24000
-0.00161280006,3.24000,3.28000
-0.00161240005,3.20000,3.24000
-0.00161200005,3.24000,3.24000
-0.00161160005,3.20000,3.24000
-0.00161120004,3.20000,3.24000
-0.00161080004,3.20000,3.24000
-0.00161040004,3.20000,3.24000
-0.00161000004,3.20000,3.24000
-0.00160960003,3.20000,3.24000
-0.00160920003,3.20000,3.24000
-0.00160880003,3.20000,3.24000
-0.00160840002,3.20000,3.24000
-0.00160800002,3.20000,3.24000
-0.00160760002,3.20000,3.24000
-0.00160720001,3.20000,3.28000
-0.00160680001,3.20000,3.24000
-0.00160640001,3.20000,3.24000
-0.00160600001,3.20000,3.24000
-0.00160560000,3.20000,3.28000
-0.00160520000,3.20000,3.24000
-0.00160480000,3.20000,3.24000
-0.00160439999,3.20000,3.24000
-0.00160399999,3.20000,3.28000
-0.00160359999,3.20000,3.28000
-0.00160319998,3.20000,3.24000
-0.00160279998,3.20000,3.24000
-0.00160239998,3.20000,3.24000
-0.00160199997,3.20000,3.24000
-0.00160159997,3.20000,3.24000
-0.00160119997,3.20000,3.24000
-0.00160079997,3.20000,3.24000
-0.00160039996,3.20000,3.24000
-0.00160000008,3.20000,3.24000
-0.00159960007,3.20000,3.24000
-0.00159920007,3.20000,3.24000
-0.00159880007,3.20000,3.24000
-0.00159840006,3.20000,3.24000
-0.00159800006,3.20000,3.24000
-0.00159760006,3.20000,3.24000
-0.00159720005,3.20000,3.24000
-0.00159680005,3.20000,3.28000
-0.00159640005,3.20000,3.24000
-0.00159600005,3.20000,3.24000
-0.00159560004,3.20000,3.24000
-0.00159520004,3.20000,3.24000
-0.00159480004,3.20000,3.24000
-0.00159440003,3.20000,3.24000
-0.00159400003,3.20000,3.24000
-0.00159360003,3.20000,3.24000
-0.00159320002,3.20000,3.24000
-0.00159280002,3.20000,3.24000
-0.00159240002,3.20000,3.24000
-0.00159200002,3.20000,3.24000
-0.00159160001,3.20000,3.24000
-0.00159120001,3.20000,3.24000
-0.00159080001,3.20000,3.24000
-0.00159040000,3.20000,3.28000
-0.00159000000,3.20000,3.24000
-0.00158960000,3.20000,3.24000
-0.00158919999,3.20000,3.24000
-0.00158879999,3.20000,3.24000
-0.00158839999,3.20000,3.24000
-0.00158799998,3.20000,3.24000
-0.00158759998,3.20000,3.28000
-0.00158719998,3.20000,3.24000
-0.00158679998,3.20000,3.24000
-0.00158639997,3.20000,3.24000
-0.00158599997,3.20000,3.24000
-0.00158559997,3.20000,3.24000
-0.00158519996,3.20000,3.24000
-0.00158480008,3.28000,3.32000
-0.00158440007,3.20000,3.24000
-0.00158400007,3.20000,3.24000
-0.00158360007,3.20000,3.24000
-0.00158320006,3.20000,3.24000
-0.00158280006,3.20000,3.24000
-0.00158240006,3.20000,3.24000
-0.00158200006,3.24000,3.24000
-0.00158160005,3.20000,3.24000
-0.00158120005,3.20000,3.24000
-0.00158080005,3.20000,3.28000
-0.00158040004,3.20000,3.24000
-0.00158000004,3.20000,3.24000
-0.00157960004,3.20000,3.24000
-0.00157920003,3.20000,3.28000
-0.00157880003,3.20000,3.24000
-0.00157840003,3.20000,3.24000
-0.00157800002,3.20000,3.24000
-0.00157760002,3.20000,3.24000
-0.00157720002,3.20000,3.24000
-0.00157680002,3.20000,3.24000
-0.00157640001,3.20000,3.24000
-0.00157600001,3.20000,3.24000
-0.00157560001,3.20000,3.24000
-0.00157520000,3.20000,3.24000
-0.00157480000,3.20000,3.24000
-0.00157440000,3.20000,3.24000
-0.00157399999,3.20000,3.24000
-0.00157359999,3.20000,3.24000
-0.00157319999,3.24000,3.24000
-0.00157279999,3.20000,3.24000
-0.00157239998,3.20000,3.28000
-0.00157199998,3.20000,3.24000
-0.00157159998,3.16000,3.24000
-0.00157119997,3.20000,3.20000
-0.00157079997,3.20000,3.28000
-0.00157039997,3.20000,3.24000
-0.00156999996,3.20000,3.24000
-0.00156959996,3.20000,3.24000
-0.00156920007,3.20000,3.24000
-0.00156880007,3.20000,3.24000
-0.00156840007,3.20000,3.40000
-0.00156800007,3.20000,3.24000
-0.00156760006,3.20000,3.24000
-0.00156720006,3.20000,3.24000
-0.00156680006,3.20000,3.24000
-0.00156640005,3.20000,3.24000
-0.00156600005,3.20000,3.24000
-0.00156560005,3.20000,3.24000
-0.00156520004,3.24000,3.24000
-0.00156480004,3.20000,3.24000
-0.00156440004,3.20000,3.24000
-0.00156400003,3.20000,3.24000
-0.00156360003,3.20000,3.24000
-0.00156320003,3.20000,3.24000
-0.00156280003,3.20000,3.24000
-0.00156240002,3.20000,3.24000
-0.00156200002,3.20000,3.24000
-0.00156160002,3.24000,3.24000
-0.00156120001,3.20000,3.24000
-0.00156080001,3.20000,3.24000
-0.00156040001,3.20000,3.24000
-0.00156000000,3.20000,3.24000
-0.00155960000,3.20000,3.24000
-0.00155920000,3.20000,3.24000
-0.00155880000,3.20000,3.24000
-0.00155839999,3.20000,3.24000
-0.00155799999,3.20000,3.24000
-0.00155759999,3.20000,3.20000
-0.00155719998,3.20000,3.24000
-0.00155679998,3.20000,3.24000
-0.00155639998,3.20000,3.24000
-0.00155599997,3.20000,3.24000
-0.00155559997,3.20000,3.24000
-0.00155519997,3.20000,3.24000
-0.00155479996,3.20000,3.24000
-0.00155439996,3.20000,3.24000
-0.00155400007,3.20000,3.24000
-0.00155360007,3.20000,3.24000
-0.00155320007,3.20000,3.24000
-0.00155280007,3.20000,3.24000
-0.00155240006,3.20000,3.24000
-0.00155200006,3.20000,3.24000
-0.00155160006,3.20000,3.24000
-0.00155120005,3.20000,3.28000
-0.00155080005,3.20000,3.24000
-0.00155040005,3.24000,3.24000
-0.00155000004,3.20000,3.24000
-0.00154960004,3.20000,3.24000
-0.00154920004,3.20000,3.24000
-0.00154880004,3.20000,3.24000
-0.00154840003,3.20000,3.24000
-0.00154800003,3.20000,3.24000
-0.00154760003,3.24000,3.24000
-0.00154720002,3.20000,3.24000
-0.00154680002,3.16000,3.24000
-0.00154640002,3.20000,3.24000
-0.00154600001,3.20000,3.24000
-0.00154560001,3.20000,3.24000
-0.00154520001,3.20000,3.24000
-0.00154480000,3.20000,3.24000
-0.00154440000,3.20000,3.24000
-0.00154400000,3.20000,3.24000
-0.00154360000,3.20000,3.24000
-0.00154319999,3.20000,3.28000
-0.00154279999,3.20000,3.24000
-0.00154239999,3.20000,3.24000
-0.00154199998,3.20000,3.24000
-0.00154159998,3.20000,3.24000
-0.00154119998,3.20000,3.24000
-0.00154079997,3.20000,3.24000
-0.00154039997,3.20000,3.24000
-0.00153999997,3.20000,3.24000
-0.00153959997,3.20000,3.24000
-0.00153919996,3.20000,3.24000
-0.00153880008,3.20000,3.24000
-0.00153840007,3.20000,3.24000
-0.00153800007,3.20000,3.24000
-0.00153760007,3.20000,3.24000
-0.00153720006,3.20000,3.24000
-0.00153680006,3.20000,3.24000
-0.00153640006,3.20000,3.24000
-0.00153600005,3.20000,3.24000
-0.00153560005,3.20000,3.24000
-0.00153520005,3.20000,3.24000
-0.00153480005,3.20000,3.24000
-0.00153440004,3.20000,3.24000
-0.00153400004,3.20000,3.24000
-0.00153360004,3.20000,3.24000
-0.00153320003,3.20000,3.24000
-0.00153280003,3.20000,3.24000
-0.00153240003,3.20000,3.24000
-0.00153200002,3.20000,3.24000
-0.00153160002,3.20000,3.24000
-0.00153120002,3.20000,3.24000
-0.00153080001,3.20000,3.24000
-0.00153040001,3.20000,3.28000
-0.00153000001,3.20000,3.24000
-0.00152960001,3.20000,3.24000
-0.00152920000,3.24000,3.24000
-0.00152880000,3.20000,3.24000
-0.00152840000,3.20000,3.24000
-0.00152799999,3.20000,3.24000
-0.00152759999,3.20000,3.24000
-0.00152719999,3.20000,3.24000
-0.00152679998,3.20000,3.24000
-0.00152639998,3.20000,3.24000
-0.00152599998,3.20000,3.24000
-0.00152559998,3.20000,3.24000
-0.00152519997,3.20000,3.24000
-0.00152479997,3.20000,3.28000
-0.00152439997,3.20000,3.24000
-0.00152399996,3.20000,3.24000
-0.00152359996,3.20000,3.24000
-0.00152320007,3.20000,3.24000
-0.00152280007,3.20000,3.24000
-0.00152240007,3.20000,3.24000
-0.00152200006,3.20000,3.24000
-0.00152160006,3.20000,3.32000
-0.00152120006,3.20000,3.28000
-0.00152080006,3.20000,3.28000
-0.00152040005,3.20000,3.24000
-0.00152000005,3.20000,3.24000
-0.00151960005,3.20000,3.24000
-0.00151920004,3.20000,3.24000
-0.00151880004,3.16000,3.16000
-0.00151840004,3.24000,3.24000
-0.00151800003,3.20000,3.24000
-0.00151760003,3.20000,3.24000
